 Permanent Tournament #, Player #, Player First Name, Player Last Name, Round, Hole, Par Value, Hole Score,  Shot, Distance,1st Putt Flag, To Location(Scorer), Date, Time, X Coordinate, Y Coordinate,Shot Impact
3,27095,Nick,Watney,2,11,4,4,3,1358,N,Green,2/2/2018,1032,"9,763.08","9,694.03",-0.217578605
3,27095,Nick,Watney,2,11,4,4,4,63,Y,,2/2/2018,1036,0,0,0.483307087
3,27095,Nick,Watney,2,12,3,2,1,5809,N,Green,2/2/2018,1039,"9,234.42","9,403.26",-0.191790469
3,27095,Nick,Watney,2,12,3,2,2,219,Y,,2/2/2018,1044,0,0,2.141125669
3,27095,Nick,Watney,2,13,5,4,1,11471,N,Fairway,2/2/2018,1047,"8,368.47","10,079.12",0.047572049
3,27095,Nick,Watney,2,13,5,4,2,8381,N,Green,2/2/2018,1054,"7,892.87","10,590.51",0.534037388
3,27095,Nick,Watney,2,13,5,4,3,294,Y,Green,2/2/2018,1100,"7,905.25","10,569.35",1.380728765
3,27095,Nick,Watney,2,13,5,4,4,90,N,,2/2/2018,1103,0,0,1.589303886
3,27095,Nick,Watney,2,14,4,4,1,10569,N,Primary Rough,2/2/2018,1105,"8,224.19","9,716.60",0.40492942
3,27095,Nick,Watney,2,14,4,4,2,5990,N,Green Side Bunker,2/2/2018,1111,"8,628.66","9,424.09",-0.030901094
3,27095,Nick,Watney,2,14,4,4,3,774,N,Green,2/2/2018,1114,"8,676.07","9,380.71",-0.154639755
3,27095,Nick,Watney,2,14,4,4,4,156,Y,,2/2/2018,1118,0,0,0.255017637
3,27095,Nick,Watney,2,15,5,5,1,12594,N,Fairway,2/2/2018,1120,"9,714.50","9,094.23",-0.055986178
3,27095,Nick,Watney,2,15,5,5,2,7899,N,Green,2/2/2018,1126,"10,372.58","9,109.51",-0.376011336
3,27095,Nick,Watney,2,15,5,5,3,624,Y,Green,2/2/2018,1133,"10,349.74","9,062.80",0.239021687
3,27095,Nick,Watney,2,15,5,5,4,64,N,Green,2/2/2018,1135,"10,344.60","9,061.28",-0.168571816
3,27095,Nick,Watney,2,15,5,5,5,16,N,,2/2/2018,1135,0,0,-0.355363158
3,27095,Nick,Watney,2,16,3,2,1,6580,N,Fairway,2/2/2018,1139,"10,926.00","8,880.48",0.103494331
3,27095,Nick,Watney,2,16,3,2,2,401,N,,2/2/2018,1142,0,0,2.451628672
3,27095,Nick,Watney,2,17,4,4,1,12293,N,Water,2/2/2018,1146,"11,856.12","8,706.84",-0.49432931
3,27095,Nick,Watney,2,17,4,4,2,0,N,,2/2/2018,1155,0,0,-0.308824201
3,27095,Nick,Watney,2,17,4,4,3,464,N,Primary Rough,2/2/2018,1155,"11,817.64","8,703.70",0.133971616
3,27095,Nick,Watney,2,17,4,4,4,1155,N,Green,2/2/2018,1159,"11,778.42","8,615.82",-0.039724079
3,27095,Nick,Watney,2,17,4,4,5,99,Y,,2/2/2018,1201,0,0,0.1951706
3,27095,Nick,Watney,2,18,4,4,1,11512,N,Fairway,2/2/2018,1205,"12,314.06","9,284.38",0.205088389
3,27095,Nick,Watney,2,18,4,4,2,4282,N,Green Side Bunker,2/2/2018,1210,"12,207.85","9,625.01",0.143092979
3,27095,Nick,Watney,2,18,4,4,3,455,N,Green,2/2/2018,1215,"12,212.59","9,662.47",0.118165661
3,27095,Nick,Watney,2,18,4,4,4,81,Y,,2/2/2018,1218,0,0,0.484231147
3,27129,Luke,List,2,1,4,4,1,9574,N,Primary Rough,2/2/2018,1145,"11,480.75","10,703.00",0.091180217
3,27129,Luke,List,2,1,4,4,2,5239,N,Green,2/2/2018,1150,"11,285.97","11,093.69",0.314642656
3,27129,Luke,List,2,1,4,4,3,283,Y,Green,2/2/2018,1154,"11,266.67","11,107.19",0.186091413
3,27129,Luke,List,2,1,4,4,4,18,N,,2/2/2018,1156,0,0,0.289162184
3,27129,Luke,List,2,2,4,5,1,10958,N,Fairway Bunker,2/2/2018,1200,"11,409.49","10,256.51",0.456500791
3,27129,Luke,List,2,2,4,5,2,3953,N,Fairway,2/2/2018,1205,"11,570.35","9,969.23",-0.713156939
3,27129,Luke,List,2,2,4,5,3,798,N,Green,2/2/2018,1209,"11,619.92","9,925.05",-0.7442138
3,27129,Luke,List,2,2,4,5,4,99,Y,Green,2/2/2018,1212,"11,612.60","9,928.86",-2.153370656
3,27129,Luke,List,2,2,4,5,5,25,N,,2/2/2018,1213,0,0,-0.981161503
3,27129,Luke,List,2,3,5,4,1,11713,N,Intermediate Rough,2/2/2018,1216,"10,453.22","10,219.05",0.377929668
3,27129,Luke,List,2,3,5,4,2,7748,N,Green,2/2/2018,1222,"9,841.80","10,426.41",1.343574143
3,27129,Luke,List,2,3,5,4,3,408,Y,Green,2/2/2018,1229,"9,831.75","10,393.93",1.066209987
3,27129,Luke,List,2,3,5,4,4,20,N,,2/2/2018,1231,0,0,2.406949254
3,27129,Luke,List,2,4,3,4,1,7067,N,Primary Rough,2/2/2018,1235,"9,509.66","11,047.35",0.056184864
3,27129,Luke,List,2,4,3,4,2,573,N,Green,2/2/2018,1239,"9,555.16","11,033.03",-0.78943582
3,27129,Luke,List,2,4,3,4,3,67,Y,Green,2/2/2018,1242,"9,549.58","11,033.07",-1.764681365
3,27129,Luke,List,2,4,3,4,4,12,N,,2/2/2018,1242,0,0,-0.979238294
3,27129,Luke,List,2,5,4,5,1,11877,N,Native Area,2/2/2018,1253,"8,770.69","10,850.20",0.02309761
3,27129,Luke,List,2,5,4,5,2,12359,N,Fairway,2/2/2018,1253,"8,784.11","10,730.78",-0.740685766
3,27129,Luke,List,2,5,4,5,3,4389,N,Fairway,2/2/2018,1259,"8,558.20","10,552.61",-0.562571887
3,27129,Luke,List,2,5,4,5,4,1532,N,Green,2/2/2018,1304,"8,463.57","10,466.97",-1.71962717
3,27129,Luke,List,2,5,4,5,5,126,Y,Green,2/2/2018,1308,"8,467.79","10,476.60",-0.647142934
3,27129,Luke,List,2,5,4,5,6,21,N,,2/2/2018,1308,0,0,-1.311917834
3,27129,Luke,List,2,6,4,4,1,11484,N,Fairway Bunker,2/2/2018,1310,"9,003.21","9,925.32",-0.331759946
3,27129,Luke,List,2,6,4,4,2,3239,N,Fairway,2/2/2018,1316,"9,262.00","9,848.61",0.150628949
3,27129,Luke,List,2,6,4,4,3,994,N,Green,2/2/2018,1319,"9,343.12","9,832.54",-0.116612235
3,27129,Luke,List,2,6,4,4,4,47,Y,,2/2/2018,1324,0,0,0.06292414
3,27129,Luke,List,2,7,3,3,1,6906,N,Green,2/2/2018,1327,"9,038.52","10,492.03",-0.476663691
3,27129,Luke,List,2,7,3,3,2,444,Y,Green,2/2/2018,1333,"9,065.40","10,517.43",0.461215292
3,27129,Luke,List,2,7,3,3,3,17,N,,2/2/2018,1333,0,0,0.086754223
3,27129,Luke,List,2,8,4,4,1,11418,N,Fairway,2/2/2018,1337,"9,774.79","10,010.16",0.190517209
3,27129,Luke,List,2,8,4,4,2,5794,N,Fringe,2/2/2018,1344,"10,215.91","9,813.93",-0.060194298
3,27129,Luke,List,2,8,4,4,3,209,N,Green,2/2/2018,1348,"10,209.65","9,797.69",-0.182877931
3,27129,Luke,List,2,8,4,4,4,25,Y,,2/2/2018,1350,0,0,-0.194886273
3,27129,Luke,List,2,9,4,3,1,11882,N,Fairway,2/2/2018,1352,"11,147.05","9,807.09",-0.354613932
3,27129,Luke,List,2,9,4,3,2,4473,N,Green,2/2/2018,1358,"11,489.26","9,659.37",0.99888215
3,27129,Luke,List,2,9,4,3,3,83,Y,,2/2/2018,1405,0,0,2.484267478
3,27129,Luke,List,2,10,4,4,1,10834,N,Primary Rough,2/2/2018,1409,"11,542.12","8,827.32",0.21429096
3,27129,Luke,List,2,10,4,4,2,5771,N,Green,2/2/2018,1415,"11,062.50","8,862.09",-0.47090441
3,27129,Luke,List,2,10,4,4,3,550,Y,Green,2/2/2018,1420,"11,084.17","8,902.48",-0.427905577
3,27129,Luke,List,2,10,4,4,4,44,N,,2/2/2018,1423,0,0,-0.293901461
3,27129,Luke,List,2,11,4,4,1,11843,N,Primary Rough,2/2/2018,1425,"10,145.23","9,451.98",0.2628948
3,27129,Luke,List,2,11,4,4,2,4754,N,Green,2/2/2018,1432,"9,824.69","9,684.79",-0.307018184
3,27129,Luke,List,2,11,4,4,3,727,Y,Green,2/2/2018,1436,"9,764.48","9,691.64",-0.125583984
3,27129,Luke,List,2,11,4,4,4,32,N,,2/2/2018,1439,0,0,-0.282702539
3,27129,Luke,List,2,12,3,3,1,6309,N,Green,2/2/2018,1441,"9,238.37","9,344.88",-0.135109382
3,27129,Luke,List,2,12,3,3,2,866,Y,Green,2/2/2018,1446,"9,218.45","9,414.26",-0.11114738
3,27129,Luke,List,2,12,3,3,3,102,N,,2/2/2018,1449,0,0,0.462428844
3,27129,Luke,List,2,13,5,4,1,12026,N,Fairway,2/2/2018,1451,"8,300.27","10,071.83",-0.493016192
3,27129,Luke,List,2,13,5,4,2,7821,N,Green,2/2/2018,1458,"7,899.08","10,585.40",1.221533575
3,27129,Luke,List,2,13,5,4,3,137,Y,Green,2/2/2018,1504,"7,903.31","10,574.79",1.069133788
3,27129,Luke,List,2,13,5,4,4,21,N,,2/2/2018,1504,0,0,1.965006487
3,27129,Luke,List,2,14,4,4,1,11488,N,Primary Rough,2/2/2018,1506,"8,171.16","9,590.76",-0.066105705
3,27129,Luke,List,2,14,4,4,2,6889,N,Green,2/2/2018,1513,"8,702.60","9,373.66",-0.322864016
3,27129,Luke,List,2,14,4,4,3,483,Y,Green,2/2/2018,1517,"8,665.53","9,389.30",0.040393608
3,27129,Luke,List,2,14,4,4,4,29,N,,2/2/2018,1518,0,0,-0.073935192
3,27129,Luke,List,2,15,5,4,1,12462,N,Fairway,2/2/2018,1520,"9,700.43","9,077.70",-0.054252519
3,27129,Luke,List,2,15,5,4,2,7485,N,Green,2/2/2018,1526,"10,323.77","9,099.83",0.57015019
3,27129,Luke,List,2,15,5,4,3,518,Y,Green,2/2/2018,1533,"10,344.74","9,062.09",1.224051591
3,27129,Luke,List,2,15,5,4,4,14,N,,2/2/2018,1533,0,0,1.829111388
3,27129,Luke,List,2,16,3,3,1,5934,N,Green,2/2/2018,1538,"10,872.61","8,873.86",0.49132981
3,27129,Luke,List,2,16,3,3,2,245,Y,Green,2/2/2018,1544,"10,892.96","8,875.78",0.093387066
3,27129,Luke,List,2,16,3,3,3,17,N,,2/2/2018,1544,0,0,-0.030462695
3,27129,Luke,List,2,17,4,2,1,11123,N,Green,2/2/2018,1546,"11,758.75","8,656.24",0.07199553
3,27129,Luke,List,2,17,4,2,2,498,Y,Primary Rough,2/2/2018,1557,0,0,3.380319836
3,27129,Luke,List,2,18,4,4,1,12184,N,Primary Rough,2/2/2018,1600,"12,363.95","9,327.61",0.011168201
3,27129,Luke,List,2,18,4,4,2,3829,N,Green,2/2/2018,1608,"12,248.25","9,625.00",-0.095506292
3,27129,Luke,List,2,18,4,4,3,699,Y,Green,2/2/2018,1613,"12,210.62","9,669.42",-0.125927511
3,27129,Luke,List,2,18,4,4,4,26,N,,2/2/2018,1616,0,0,-0.039074532
3,27141,J.B.,Holmes,2,1,4,4,1,10670,N,Fairway,2/2/2018,1248,"11,488.16","10,805.05",0.396902778
3,27141,J.B.,Holmes,2,1,4,4,2,4656,N,Green,2/2/2018,1254,"11,272.99","11,127.87",0.446984383
3,27141,J.B.,Holmes,2,1,4,4,3,300,Y,Green,2/2/2018,1259,"11,267.84","11,103.37",-0.41189655
3,27141,J.B.,Holmes,2,1,4,4,4,27,N,,2/2/2018,1259,0,0,0.082849453
3,27141,J.B.,Holmes,2,2,4,4,1,10946,N,Unknown,2/2/2018,1302,"11,591.35","10,338.40",-0.431793988
3,27141,J.B.,Holmes,2,2,4,4,2,4381,N,Green Side Bunker,2/2/2018,1310,"11,649.71","9,978.19",-0.26780485
3,27141,J.B.,Holmes,2,2,4,4,3,822,N,Green,2/2/2018,1313,"11,608.94","9,923.18",-0.404803171
3,27141,J.B.,Holmes,2,2,4,4,4,75,Y,,2/2/2018,1317,0,0,-0.024667089
3,27141,J.B.,Holmes,2,3,5,5,1,11548,N,Primary Rough,2/2/2018,1325,"10,449.73","10,094.90",0.20088799
3,27141,J.B.,Holmes,2,3,5,5,2,5162,N,Primary Rough,2/2/2018,1333,"10,030.31","10,190.59",0.405249845
3,27141,J.B.,Holmes,2,3,5,5,3,3454,N,Green,2/2/2018,1335,"9,832.82","10,400.02",0.496035587
3,27141,J.B.,Holmes,2,3,5,5,4,124,Y,Green,2/2/2018,1341,"9,829.45","10,390.25",0.107884834
3,27141,J.B.,Holmes,2,3,5,5,5,28,N,,2/2/2018,1342,0,0,-0.477246437
3,27141,J.B.,Holmes,2,4,3,3,1,6975,N,Green,2/2/2018,1345,"9,544.18","11,045.17",-0.443642957
3,27141,J.B.,Holmes,2,4,3,3,2,168,Y,Green,2/2/2018,1353,"9,551.28","11,033.15",0.393869862
3,27141,J.B.,Holmes,2,4,3,3,3,5,N,,2/2/2018,1353,0,0,0.103748324
3,27141,J.B.,Holmes,2,5,4,5,1,11243,N,Fairway,2/2/2018,1401,"8,849.90","10,804.81",0.451673759
3,27141,J.B.,Holmes,2,5,4,5,2,6263,N,Primary Rough,2/2/2018,1408,"8,458.19","10,459.96",-0.731048774
3,27141,J.B.,Holmes,2,5,4,5,3,78,N,Green,2/2/2018,1412,"8,462.19","10,465.10",-1.431320572
3,27141,J.B.,Holmes,2,5,4,5,4,138,Y,Green,2/2/2018,1414,"8,467.12","10,475.46",-1.628888312
3,27141,J.B.,Holmes,2,5,4,5,5,6,N,,2/2/2018,1414,0,0,-1.001936334
3,27141,J.B.,Holmes,2,6,4,4,1,11555,N,Intermediate Rough,2/2/2018,1418,"8,940.35","9,849.10",-0.361375085
3,27141,J.B.,Holmes,2,6,4,4,2,4566,N,Green,2/2/2018,1423,"9,320.21","9,826.75",0.133671493
3,27141,J.B.,Holmes,2,6,4,4,3,273,Y,Green,2/2/2018,1432,"9,340.80","9,836.38",-0.075834504
3,27141,J.B.,Holmes,2,6,4,4,4,4,N,Green,2/2/2018,1432,0,0,0.443938438
3,27141,J.B.,Holmes,2,7,3,3,1,6631,N,Green,2/2/2018,1435,"9,058.69","10,478.60",-0.427341579
3,27141,J.B.,Holmes,2,7,3,3,2,456,Y,Green,2/2/2018,1442,"9,065.08","10,516.02",-0.06005944
3,27141,J.B.,Holmes,2,7,3,3,3,34,N,,2/2/2018,1443,0,0,0.370942411
3,27141,J.B.,Holmes,2,8,4,4,1,11496,N,Fairway,2/2/2018,1445,"9,793.77","10,018.99",0.381982805
3,27141,J.B.,Holmes,2,8,4,4,2,6278,N,Intermediate Rough,2/2/2018,1452,"10,247.28","9,758.21",-0.001451644
3,27141,J.B.,Holmes,2,8,4,4,3,689,N,Green,2/2/2018,1456,"10,206.66","9,798.83",0.359127155
3,27141,J.B.,Holmes,2,8,4,4,4,48,Y,,2/2/2018,1459,0,0,0.454340926
3,27141,J.B.,Holmes,2,9,4,4,1,11909,N,Primary Rough,2/2/2018,1500,"11,157.24","9,857.14",-0.064680319
3,27141,J.B.,Holmes,2,9,4,4,2,4938,N,Primary Rough,2/2/2018,1507,"11,518.22","9,659.64",0.448138377
3,27141,J.B.,Holmes,2,9,4,4,3,330,N,Green,2/2/2018,1510,"11,490.85","9,661.80",-0.155927141
3,27141,J.B.,Holmes,2,9,4,4,4,50,Y,,2/2/2018,1514,0,0,0.135264632
3,27141,J.B.,Holmes,2,10,4,3,1,11524,N,Intermediate Rough,2/2/2018,1521,"11,430.82","8,840.64",-0.47284783
3,27141,J.B.,Holmes,2,10,4,3,2,4297,N,Green,2/2/2018,1527,"11,079.46","8,909.73",1.475453499
3,27141,J.B.,Holmes,2,10,4,3,3,142,Y,,2/2/2018,1533,0,0,2.495902403
3,27141,J.B.,Holmes,2,11,4,5,1,10414,N,Fairway,2/2/2018,1537,"10,225.65","9,340.50",-0.016804009
3,27141,J.B.,Holmes,2,11,4,5,2,7460,N,Water,2/2/2018,1544,"9,714.96","9,694.97",-1.342463327
3,27141,J.B.,Holmes,2,11,4,5,3,0,N,,2/2/2018,1548,0,0,-0.546715615
3,27141,J.B.,Holmes,2,11,4,5,4,154,N,Primary Rough,2/2/2018,1548,"9,727.66","9,695.70",-2.10837454
3,27141,J.B.,Holmes,2,11,4,5,5,530,N,Green,2/2/2018,1550,"9,771.31","9,690.75",-0.909325638
3,27141,J.B.,Holmes,2,11,4,5,6,53,Y,,2/2/2018,1553,0,0,-1.380200272
3,27141,J.B.,Holmes,2,12,3,4,1,5765,N,Green Side Bunker,2/2/2018,1558,"9,270.82","9,377.07",0.462369158
3,27141,J.B.,Holmes,2,12,3,4,2,1079,N,Fairway,2/2/2018,1600,"9,204.07","9,437.37",-1.299029486
3,27141,J.B.,Holmes,2,12,3,4,3,485,N,Green,2/2/2018,1602,"9,215.88","9,398.85",-2.260559523
3,27141,J.B.,Holmes,2,12,3,4,4,83,Y,,2/2/2018,1603,0,0,-1.473799935
3,27141,J.B.,Holmes,2,13,5,4,1,11002,N,Primary Rough,2/2/2018,1606,"8,337.39","9,981.76",-0.130921455
3,27141,J.B.,Holmes,2,13,5,4,2,8241,N,Green Side Bunker,2/2/2018,1612,"7,940.13","10,541.97",0.968259559
3,27141,J.B.,Holmes,2,13,5,4,3,658,N,Green,2/2/2018,1616,"7,900.26","10,579.42",0.881605794
3,27141,J.B.,Holmes,2,13,5,4,4,43,Y,,2/2/2018,1621,0,0,1.724402268
3,27141,J.B.,Holmes,2,14,4,5,1,12404,N,Fairway,2/2/2018,1624,"8,266.22","9,559.47",0.313968535
3,27141,J.B.,Holmes,2,14,4,5,2,5183,N,Green Side Bunker,2/2/2018,1631,"8,673.24","9,415.00",-0.777360579
3,27141,J.B.,Holmes,2,14,4,5,3,525,N,Green,2/2/2018,1633,"8,661.52","9,372.89",-0.857274121
3,27141,J.B.,Holmes,2,14,4,5,4,225,Y,Green,2/2/2018,1637,"8,667.49","9,390.63",-2.395107318
3,27141,J.B.,Holmes,2,14,4,5,5,1,N,Green,2/2/2018,1637,0,0,-0.508769582
3,27141,J.B.,Holmes,2,15,5,4,1,12610,N,Fairway,2/2/2018,1641,"9,718.39","9,110.65",0.079758924
3,27141,J.B.,Holmes,2,15,5,4,2,7602,N,Green,2/2/2018,1650,"10,350.86","9,075.20",1.117613262
3,27141,J.B.,Holmes,2,15,5,4,3,189,Y,Green,2/2/2018,1656,"10,346.55","9,060.06",0.887935237
3,27141,J.B.,Holmes,2,15,5,4,4,19,N,,2/2/2018,1656,0,0,1.541598954
3,27141,J.B.,Holmes,2,16,3,3,1,6096,N,Green,2/2/2018,1704,"10,884.82","8,882.60",0.427991938
3,27141,J.B.,Holmes,2,16,3,3,2,183,Y,Green,2/2/2018,1714,"10,894.08","8,870.49",0.280601327
3,27141,J.B.,Holmes,2,16,3,3,3,44,N,,2/2/2018,1714,0,0,0.05658408
3,27141,J.B.,Holmes,2,17,4,3,1,10994,N,Fairway,2/2/2018,1716,"11,745.12","8,603.11",-0.267235631
3,27141,J.B.,Holmes,2,17,4,3,2,602,N,Green,2/2/2018,1722,"11,789.94","8,625.60",1.329060226
3,27141,J.B.,Holmes,2,17,4,3,3,85,Y,,2/2/2018,1727,0,0,1.775026606
3,27141,J.B.,Holmes,2,18,4,5,1,12060,N,Primary Rough,2/2/2018,1729,"12,358.64","9,318.49",0.013623227
3,27141,J.B.,Holmes,2,18,4,5,2,3480,N,Fairway,2/2/2018,1735,"12,262.37","9,592.06",-1.441225458
3,27141,J.B.,Holmes,2,18,4,5,3,1056,N,Green,2/2/2018,1738,"12,213.72","9,665.40",-1.377836468
3,27141,J.B.,Holmes,2,18,4,5,4,69,Y,Green,2/2/2018,1741,"12,212.04","9,670.89",-2.227763583
3,27141,J.B.,Holmes,2,18,4,5,5,19,N,,2/2/2018,1741,0,0,-0.815482522
3,27214,Kevin,Streelman,2,1,4,4,1,10016,N,Fairway,2/2/2018,1153,"11,493.84","10,748.68",0.001202499
3,27214,Kevin,Streelman,2,1,4,4,2,4984,N,Green,2/2/2018,1159,"11,272.93","11,100.38",-0.466878866
3,27214,Kevin,Streelman,2,1,4,4,3,117,Y,Green,2/2/2018,1204,"11,265.02","11,106.07",0.201428929
3,27214,Kevin,Streelman,2,1,4,4,4,29,N,,2/2/2018,1204,0,0,-0.131635635
3,27214,Kevin,Streelman,2,2,4,3,1,10858,N,Fairway,2/2/2018,1208,"11,448.60","10,278.82",-0.083371637
3,27214,Kevin,Streelman,2,2,4,3,2,4827,N,Green,2/2/2018,1214,"11,618.38","9,914.24",1.481196865
3,27214,Kevin,Streelman,2,2,4,3,3,161,Y,,2/2/2018,1219,0,0,2.068946596
3,27214,Kevin,Streelman,2,3,5,4,1,11162,N,Fairway,2/2/2018,1223,"10,487.98","10,150.36",-0.103983242
3,27214,Kevin,Streelman,2,3,5,4,2,9011,N,Green,2/2/2018,1232,"9,772.93","10,379.56",1.055409142
3,27214,Kevin,Streelman,2,3,5,4,3,700,Y,Green,2/2/2018,1241,"9,830.28","10,390.31",0.671004884
3,27214,Kevin,Streelman,2,3,5,4,4,23,N,,2/2/2018,1243,0,0,2.230522529
3,27214,Kevin,Streelman,2,4,3,3,1,6396,N,Green Side Bunker,2/2/2018,1245,"9,557.73","10,998.30",-0.060862172
3,27214,Kevin,Streelman,2,4,3,3,2,562,N,Green,2/2/2018,1249,"9,549.10","11,044.28",0.034692454
3,27214,Kevin,Streelman,2,4,3,3,3,135,Y,,2/2/2018,1253,0,0,-0.012349396
3,27214,Kevin,Streelman,2,5,4,3,1,10451,N,Primary Rough,2/2/2018,1303,"8,949.88","10,762.80",0.032533379
3,27214,Kevin,Streelman,2,5,4,3,2,6798,N,Green,2/2/2018,1309,"8,459.97","10,478.35",0.84601462
3,27214,Kevin,Streelman,2,5,4,3,3,86,Y,,2/2/2018,1316,0,0,2.234248763
3,27214,Kevin,Streelman,2,6,4,5,1,10499,N,Fairway Bunker,2/2/2018,1318,"8,919.03","9,953.66",-0.043266196
3,27214,Kevin,Streelman,2,6,4,5,2,1082,N,Fairway Bunker,2/2/2018,1325,"9,006.95","9,933.55",-0.971424209
3,27214,Kevin,Streelman,2,6,4,5,3,3802,N,Green,2/2/2018,1328,"9,302.07","9,818.23",-1.075880789
3,27214,Kevin,Streelman,2,6,4,5,4,479,Y,Green,2/2/2018,1331,"9,337.78","9,836.14",-2.325505582
3,27214,Kevin,Streelman,2,6,4,5,5,40,N,,2/2/2018,1333,0,0,-1.289643958
3,27214,Kevin,Streelman,2,7,3,3,1,6597,N,Green,2/2/2018,1338,"9,059.24","10,475.50",-0.406658302
3,27214,Kevin,Streelman,2,7,3,3,2,512,Y,Green,2/2/2018,1341,"9,065.85","10,517.66",-0.368355446
3,27214,Kevin,Streelman,2,7,3,3,3,13,N,,2/2/2018,1344,0,0,-0.284743963
3,27214,Kevin,Streelman,2,8,4,4,1,11336,N,Fairway,2/2/2018,1347,"9,742.35","9,990.87",0.424757849
3,27214,Kevin,Streelman,2,8,4,4,2,6075,N,Green,2/2/2018,1352,"10,205.99","9,787.70",0.468692623
3,27214,Kevin,Streelman,2,8,4,4,3,174,Y,Green,2/2/2018,1357,"10,210.22","9,801.60",0.104961473
3,27214,Kevin,Streelman,2,8,4,4,4,22,N,,2/2/2018,1358,0,0,0.46135528
3,27214,Kevin,Streelman,2,9,4,5,1,10705,N,Primary Rough,2/2/2018,1401,"11,061.58","9,903.67",0.007693771
3,27214,Kevin,Streelman,2,9,4,5,2,5402,N,Green Side Bunker,2/2/2018,1407,"11,465.03","9,703.95",-0.901803452
3,27214,Kevin,Streelman,2,9,4,5,3,557,N,Green,2/2/2018,1410,"11,485.43","9,662.30",-0.893506972
3,27214,Kevin,Streelman,2,9,4,5,4,140,Y,Green,2/2/2018,1413,"11,497.01","9,663.78",-1.720617899
3,27214,Kevin,Streelman,2,9,4,5,5,26,N,,2/2/2018,1414,0,0,-0.964239214
3,27214,Kevin,Streelman,2,10,4,3,1,11276,N,Fairway,2/2/2018,1419,"11,447.01","8,854.02",0.282290803
3,27214,Kevin,Streelman,2,10,4,3,2,4463,N,Green,2/2/2018,1425,"11,079.24","8,909.44",1.234000951
3,27214,Kevin,Streelman,2,10,4,3,3,139,Y,,2/2/2018,1431,0,0,2.131173552
3,27214,Kevin,Streelman,2,11,4,4,1,11263,N,Fairway,2/2/2018,1433,"10,179.31","9,411.24",0.314062834
3,27214,Kevin,Streelman,2,11,4,4,2,5666,N,Green,2/2/2018,1441,"9,774.80","9,654.79",0.092988471
3,27214,Kevin,Streelman,2,11,4,4,3,472,Y,Green,2/2/2018,1445,"9,765.07","9,692.94",-0.291731605
3,27214,Kevin,Streelman,2,11,4,4,4,38,N,,2/2/2018,1447,0,0,-0.228707965
3,27214,Kevin,Streelman,2,12,3,3,1,5964,N,Green,2/2/2018,1450,"9,223.76","9,395.60",0.236854105
3,27214,Kevin,Streelman,2,12,3,3,2,173,Y,Green,2/2/2018,1457,"9,217.23","9,408.48",-0.420019583
3,27214,Kevin,Streelman,2,12,3,3,3,31,N,,2/2/2018,1458,0,0,-0.049878353
3,27214,Kevin,Streelman,2,13,5,6,1,11056,N,Fairway Bunker,2/2/2018,1500,"8,342.61","9,995.82",0.035598254
3,27214,Kevin,Streelman,2,13,5,6,2,5403,N,Fairway,2/2/2018,1505,"8,173.66","10,413.14",-0.788972256
3,27214,Kevin,Streelman,2,13,5,6,3,3883,N,Green,2/2/2018,1510,"7,913.11","10,604.93",-0.565535384
3,27214,Kevin,Streelman,2,13,5,6,4,382,Y,Green,2/2/2018,1514,"7,903.44","10,574.63",-0.761301372
3,27214,Kevin,Streelman,2,13,5,6,5,54,N,Green,2/2/2018,1517,"7,901.61","10,578.72",-1.721269118
3,27214,Kevin,Streelman,2,13,5,6,6,27,N,,2/2/2018,1518,0,0,-1.082700408
3,27214,Kevin,Streelman,2,14,4,4,1,11438,N,Fairway,2/2/2018,1521,"8,215.44","9,622.42",-0.251786969
3,27214,Kevin,Streelman,2,14,4,4,2,6235,N,Green,2/2/2018,1526,"8,671.69","9,374.05",0.325367763
3,27214,Kevin,Streelman,2,14,4,4,3,197,Y,Green,2/2/2018,1532,"8,667.73","9,390.02",-0.421890537
3,27214,Kevin,Streelman,2,14,4,4,4,8,N,,2/2/2018,1532,0,0,0.494303897
3,27214,Kevin,Streelman,2,15,5,5,1,11912,N,Fairway,2/2/2018,1536,"9,662.41","9,129.85",0.493635058
3,27214,Kevin,Streelman,2,15,5,5,2,7874,N,Green Side Bunker,2/2/2018,1542,"10,318.41","9,116.89",0.150697036
3,27214,Kevin,Streelman,2,15,5,5,3,856,N,Fringe,2/2/2018,1546,"10,341.60","9,049.49",-0.089260962
3,27214,Kevin,Streelman,2,15,5,5,4,155,N,Green,2/2/2018,1549,"10,344.91","9,061.98",0.033599191
3,27214,Kevin,Streelman,2,15,5,5,5,12,Y,,2/2/2018,1549,0,0,0.481363131
3,27214,Kevin,Streelman,2,16,3,2,1,6116,N,Green,2/2/2018,1554,"10,888.56","8,869.41",-0.043170773
3,27214,Kevin,Streelman,2,16,3,2,2,76,Y,,2/2/2018,1559,0,0,2.29745463
3,27214,Kevin,Streelman,2,17,4,4,1,10805,N,Fairway,2/2/2018,1602,"11,728.81","8,597.66",-0.361671079
3,27214,Kevin,Streelman,2,17,4,4,2,841,N,Green,2/2/2018,1608,"11,791.66","8,628.39",0.106639993
3,27214,Kevin,Streelman,2,17,4,4,3,143,Y,Green,2/2/2018,1610,"11,781.51","8,622.19",0.277320039
3,27214,Kevin,Streelman,2,17,4,4,4,21,N,,2/2/2018,1610,0,0,-0.301180061
